hand,0.399,-0.215,0.103,128.88,-96.37,-39.7
eye,-0.022674515018818748,-0.1491747559620334,0.508441546262111,-3.1646586181464156,30.78807821247554,2.3620253127265656
hand,0.340,-0.157,0.078,-22.3,-99.7,112.95
eye,0.01968191874978894,-0.1684450615543942,0.573514702923322,4.188904305373091,22.039160331761806,-8.146712128962125
hand,0.438,-0.234,0.085,73.4,-100.4,26.7
eye,-0.0597844690243086,-0.07626729843459655,0.5097188353920844,10.679059686982306,34.69157884761428,2.2548358662839214
hand,0.496,-0.235,0.127,23.8,-100.1,59.9
eye,-0.04698728391263568,-0.07103172639137306,0.4711920161380034,0.568505426516665,31.34861824218312,-9.98073289267795
hand,0.443,-0.265,0.126,8.8,-82.7,78.1
eye,-0.06624330530069467,-0.12862587743754236,0.45340350513872035,-5.25280408252184,25.618085738400318,5.427853337963922
hand,0.427,-0.272,0.080,101.7,-86.8,-18
eye,-0.08095171203987313,-0.11795671806688168,0.5152114348190681,-4.489650627798295,23.74043859464848,-2.7962259327843393
hand,0.401,-0.352,0.093,-8.2,-87.6,90.3
eye,-0.15457060061898875,-0.15600290932622943,0.5111921947533834,-7.447171842409899,27.079465648810288,-0.5799063127925262
hand,0.527,-0.356,0.086,-88,-76.8,175.2
eye,-0.1669458422880647,-0.03157997229878402,0.4708997369894476,-1.5741916458198069,40.300134948185985,0.5595492958090058
hand,0.468,-0.334,0.113,116.4,-79.4,-28.6
eye,-0.15088819084741148,-0.08208734533532838,0.46630207092655995,2.7484973075688366,25.665069033986292,-3.117316624880957
hand,0.420,-0.224,0.139,109.4,-76.9,-8.5
eye,-0.04907457916708949,-0.10452643840045749,0.45476031107044396,14.205831179738556,21.07844322365921,2.4148257182557105
hand,0.475,-0.320,0.157,3,-89.64,81.32
eye,-0.12624925896938843,-0.1123627277269655,0.42830248708577845,-1.9421273548333142,29.899124557147854,-0.12783995657317687
